   183/599    0.491G   0.04948   0.01623         0   0.02903  0.006463    0.1012        73       224    0.9062     0.741    0.8311    0.3929   0.04222  0.008931         0
   184/599    0.491G     0.049    0.0163         0   0.02842  0.006398    0.1001        59       224    0.9016     0.741    0.8266    0.4022   0.04174   0.00898         0
   185/599    0.491G   0.04982   0.01655         0   0.02953   0.00634    0.1022        50       224     0.873    0.7601    0.8294    0.3863   0.04261  0.008952         0
   186/599    0.491G   0.04851   0.01604         0   0.02888  0.006096   0.09953        62       224    0.8598    0.7684    0.8103    0.3607   0.04239  0.009184         0
   187/599    0.491G   0.04852   0.01581         0   0.02914  0.006308   0.09977        50       224    0.8616    0.7663    0.8112    0.4049   0.04183   0.00913         0
   188/599    0.491G   0.04861   0.01622         0   0.02877   0.00603   0.09963        77       224    0.8393    0.7771    0.8135    0.3928   0.04164  0.008974         0
   189/599    0.491G   0.04867   0.01579         0   0.02883   0.00631   0.09961        64       224    0.8641    0.7558    0.7887    0.3676   0.04256  0.009099         0
   190/599    0.491G   0.04863   0.01599         0   0.02944   0.00597       0.1        54       224    0.8476    0.7941    0.8413    0.4089   0.04208   0.00883         0
   191/599    0.491G   0.04827   0.01583         0   0.02888   0.00621   0.09919        54       224    0.9083    0.7367    0.8257    0.3981   0.04264   0.00884         0
   192/599    0.491G   0.04903   0.01568         0   0.02851  0.006224   0.09945        55       224    0.8762    0.7664    0.8263    0.3938   0.04176  0.009072         0
